,ident,pondmen,agepr,cataeu,cs42pr,ppa,ocde10,nactifs,nactoccup,npers,nivviem,prest_precarite_hand,prest_precarite_rsa,prest_precarite_vieil,retraites,rev_etranger,rev_valeurs_mobilieres_bruts,revdecm,rev_disponible,salaires,,stalog,tau,mhab_d,tuu,typmen,donation_class_1
22379,17022840,479.66840674,57,120,75.0,360,1.5,1,1,2,9335.3333333,0,0,0,0,0,0,13710,14000,570,1,,0,290,1,3,1
22380,17022841,801.61373468,22,111,75.0,0,1.5,0,0,2,2815.3333333,0,0,0,0,0,0,160,4220,0,1,,10,0,8,3,0
22381,17022843,389.53358808,66,300,78.0,0,1.0,0,0,1,11118.0,0,0,0,11650,0,0,11730,11120,0,2,,0,540,0,1,0
22382,17022844,432.62493052,56,111,33.0,0,1.5,1,1,2,40143.333333,0,0,0,19120,0,40,71360,60220,49800,1,,9,1810,7,3,1
22383,17022845,454.05307051,70,112,78.0,0,1.0,0,0,1,22745.0,0,0,0,21950,0,530,22910,22750,0,1,4.0,9,190,0,1,0
22384,17022846,795.80965031,85,111,78.0,0,1.0,0,0,1,31410.0,0,0,0,30230,0,0,31180,31410,0,1,,6,0,5,1,0
22385,17022847,461.15640956,73,111,78.0,0,1.5,0,0,2,22444.666667,0,0,0,35580,0,0,36700,33670,0,1,,9,1020,7,3,0
22386,17022848,390.19142667,68,111,33.0,0,1.5,2,2,2,20762.666667,0,0,0,31390,0,0,32380,31140,0,1,,9,820,7,3,2
22387,17022849,596.45088583,29,111,78.0,180,2.2,0,0,5,11271.818182,0,8960,0,0,0,0,0,24800,0,2,,8,0,7,2,0
22388,17022850,279.57655946,68,120,78.0,0,1.0,0,0,1,17473.0,0,0,0,16360,0,1120,17610,17470,0,2,,0,0,1,1,0
22389,17022851,557.05355476,38,111,37.0,0,1.9,1,1,4,26798.947368,0,0,0,0,0,0,46110,50920,37260,2,4.0,10,0,8,2,1
22390,17022852,388.31079463,60,111,56.0,0,1.0,1,1,1,14349.0,0,0,0,0,0,0,14890,14350,8650,2,,7,350,5,1,1
22391,17022853,464.82849004,74,111,78.0,0,1.5,0,0,2,20926.666667,0,0,0,31540,0,0,32180,31390,370,1,,8,710,7,3,0
22392,17022854,682.27260643,44,111,38.0,0,2.1,2,2,4,52113.333333,0,0,0,0,0,0,137120,109440,120650,1,,10,1150,8,4,2
22393,17022855,617.81616131,84,111,78.0,0,2.0,1,1,3,20388.5,0,0,0,12450,0,0,45860,40780,31870,1,,10,620,8,4,1
22394,17022856,544.84169397,44,111,42.0,0,2.0,1,1,3,18170.0,0,0,0,0,0,0,34610,36340,28750,2,,8,840,7,2,1
22395,17022857,446.3413234,51,112,52.0,0,2.5,3,3,4,21228.8,0,0,0,0,0,0,55850,53070,53910,1,,7,890,0,4,4
22396,17022858,483.43609301,49,111,56.0,0,1.0,1,1,1,7976.0,0,0,0,0,0,180,7890,7980,9130,2,,10,600,8,1,1
22397,17022859,333.02985583,79,221,72.0,0,1.5,0,0,2,25078.0,0,0,0,36680,0,2570,40470,37620,0,1,,1,1100,3,3,0
22398,17022860,760.45188209,65,111,72.0,0,1.5,0,0,2,21340.0,0,0,0,25430,0,0,31950,32010,5530,1,,7,680,6,3,0
22399,17022861,686.1080808,61,111,75.0,0,1.0,0,0,1,18057.0,0,0,0,20940,0,30,21290,18060,0,2,,9,720,7,1,0
22400,17022862,892.04750936,44,400,63.0,0,2.3,2,2,4,17763.043478,0,0,0,0,0,0,41240,40860,39810,1,,0,690,0,4,2
22401,17022863,1490.3523651,46,111,48.0,0,1.0,1,1,1,34614.0,0,0,0,0,0,1330,42780,34610,40010,1,,9,1100,7,1,1
22402,17022864,670.99269462,54,111,56.0,0,1.5,2,2,2,31818.666667,0,0,0,6240,0,0,53000,47730,31590,2,,10,1410,8,2,2
22403,17022865,380.94907623,81,111,75.0,0,1.5,0,0,2,16757.333333,0,0,0,24750,0,10,25100,25140,0,1,,6,320,4,3,0
22404,17022866,370.01478935,64,112,74.0,0,1.5,1,0,2,32057.333333,0,0,0,30030,0,20,48970,48090,26690,1,,6,600,0,3,1
22405,17022867,522.65682126,36,211,85.0,260,1.0,0,0,1,9673.0,0,5820,0,0,0,0,0,9670,0,1,,4,0,4,1,0
22406,17022868,1182.6808599,93,111,75.0,0,1.0,0,0,1,12816.0,0,0,0,10810,0,0,12890,12820,0,2,,10,0,8,1,0
22407,17022869,588.68818576,48,111,46.0,0,1.5,2,1,2,19014.0,0,0,0,0,0,0,28790,28520,27780,2,4.0,8,670,7,2,2
22408,17022870,287.70829655,65,112,74.0,0,1.5,0,0,2,32634.666667,4730,0,0,35220,0,650,37820,48950,0,1,,6,0,0,3,0
22409,17022871,368.71596594,47,112,47.0,0,1.6,1,1,3,18541.875,0,0,0,0,0,0,28760,29670,32400,1,1.0,7,480,0,2,1
22410,17022872,347.27951661,44,112,21.0,0,2.6,2,2,5,17855.769231,0,0,0,0,0,0,41370,46430,20830,1,,7,170,0,4,2
22411,17022873,472.43534211,59,111,47.0,0,1.5,1,1,2,38502.666667,0,0,0,24590,0,0,65130,57750,38380,1,2.0,9,720,7,3,1
22412,17022874,351.35770831,67,111,74.0,0,1.5,0,0,2,37330.0,0,0,0,57860,0,150,60000,56000,0,1,,8,880,7,3,0
22413,17022875,465.78188982,62,400,77.0,0,1.0,0,0,1,21178.0,0,0,0,21390,0,80,22240,21180,0,1,2.0,0,170,0,1,0
22414,17022876,444.7377043,63,300,78.0,0,1.5,1,0,2,12577.333333,0,0,0,9860,0,0,15870,18870,0,1,,0,0,0,2,1
22415,17022877,461.38354679,49,111,77.0,0,1.5,0,0,2,8578.6666667,0,7170,0,0,0,0,0,12870,0,2,,9,0,7,2,0
22416,17022878,371.26244329,41,111,85.0,0,1.5,1,1,2,13308.673867,0,0,0,0,0,0,20840,19960,13330,2,,8,390,7,2,1
22417,17022879,274.96735068,63,120,35.0,0,1.5,2,2,2,25384.0,0,0,0,0,0,60,39370,38080,7930,1,,0,360,2,3,2
22418,17022880,522.34886535,46,111,52.0,0,1.0,1,1,1,23274.0,0,0,0,0,0,0,24060,23270,23220,1,,9,0,7,1,1
22419,17022881,492.6751675,28,211,37.0,0,1.0,1,1,1,31392.84,0,0,0,0,0,60,36040,31390,34720,1,,1,740,3,1,1
22420,17022882,1042.3955765,27,111,35.0,0,1.0,1,1,1,25016.0,0,0,0,0,0,30,20730,25020,19700,2,,10,440,8,1,1
22421,17022883,351.08264911,44,111,34.0,0,1.3,1,1,2,22599.230769,0,0,0,0,0,0,32480,29380,31350,2,,8,850,7,2,1
22422,17022884,1023.4181306,27,111,46.0,0,1.0,1,1,1,15844.0,0,0,0,0,0,0,16010,15840,15450,2,,9,590,7,1,1
22423,17022885,392.58101188,58,112,63.0,0,1.5,2,2,2,23240.666667,0,0,0,0,0,0,37070,34860,35790,1,2.0,7,560,0,3,2
22424,17022886,722.4417606,26,111,77.0,0,1.3,0,0,2,9454.6153846,0,6100,0,0,0,0,0,12290,0,2,,9,0,7,2,0
22425,17022887,379.96217934,70,400,78.0,0,1.0,0,0,1,26282.0,0,0,0,28440,0,70,29390,26280,0,2,,0,870,0,1,0
22426,17022888,861.1136886,49,112,47.0,0,1.0,1,1,1,23429.0,0,0,0,0,0,0,26650,23430,25720,1,1.0,6,460,0,1,1
22427,17022889,382.83693052,55,111,68.0,0,1.0,1,0,1,12575.0,0,0,0,0,0,120,12530,12580,4560,1,2.0,9,490,7,1,1
22428,17022890,184.03193386,55,120,23.0,0,1.0,1,1,1,27627.0,0,0,0,0,0,0,32030,27630,30910,1,4.0,0,900,1,1,1
22429,17022891,640.42569963,24,111,84.0,0,1.0,0,0,1,3318.0,0,0,0,0,0,0,970,3320,930,1,,10,160,8,1,0
22430,17022892,355.64961644,39,112,63.0,0,1.8,2,2,3,19455.0,0,0,0,0,0,0,37190,35020,35890,1,4.0,8,780,1,4,2
22431,17022893,680.92542097,59,111,37.0,0,2.0,2,2,3,46324.5,0,0,0,19510,0,1250,110500,92650,86020,1,,10,2180,8,4,2
22432,17022894,589.77550172,58,111,21.0,0,1.0,1,1,1,26058.0,0,0,0,1220,0,0,27900,26060,25720,2,3.0,8,160,7,1,1
22433,17022895,574.50929835,56,111,38.0,0,1.8,2,1,3,45644.444444,0,0,0,0,0,80,108530,82160,135390,1,4.0,10,670,8,4,2
22434,17022896,950.48504652,63,111,78.0,0,1.0,0,0,1,13907.0,0,0,0,12720,0,0,12790,13910,0,2,,8,220,7,1,0
22435,17022897,588.57963463,54,111,43.0,0,2.0,1,0,3,21430.3178,0,0,0,0,0,2120,44670,42860,0,2,,8,760,6,2,1
22436,17022898,428.75049504,41,120,53.0,3870,1.8,2,2,3,6626.6666667,0,770,0,0,0,0,3260,11930,3150,1,,0,190,0,4,2
22437,17022899,369.73184184,81,111,77.0,0,1.0,0,0,1,12142.0,0,0,0,12140,0,0,12220,12140,0,2,,6,0,5,1,0
22438,17022900,961.75173297,20,111,84.0,0,1.0,0,0,1,2690.0,0,0,0,0,0,0,0,2690,0,2,,8,0,7,1,0
22439,17022901,462.77224241,65,112,78.0,0,1.0,0,0,1,31804.0,0,0,0,18330,0,0,19110,31800,200,1,4.0,9,0,0,1,0
22440,17022902,377.48854129,47,221,62.0,0,1.5,1,1,2,12290.666667,0,0,0,0,0,0,16890,18440,16300,1,4.0,1,500,2,3,1
22441,17022903,572.32433355,82,111,72.0,0,1.0,0,0,1,14494.0,0,0,0,14490,0,0,14580,14490,0,2,,8,0,6,1,0
22442,17022905,1112.9511415,49,111,62.0,0,2.0,2,2,3,30366.5,0,0,0,0,0,0,69210,60730,66800,1,,10,550,8,4,2
22443,17022906,497.40157545,26,111,63.0,0,1.8,2,2,3,26813.888889,0,0,0,270,24910,0,46180,48270,20270,1,,7,400,6,4,2
22444,17022907,356.84830802,71,111,74.0,0,1.5,0,0,2,24625.333333,0,0,0,29230,0,250,30000,36940,0,1,,8,880,6,3,0
22445,17022908,328.58933775,44,112,44.0,0,1.0,1,1,1,6374.0,0,0,0,0,0,0,6830,6370,0,1,,8,210,0,1,1
22446,17022909,719.20293046,28,111,74.0,0,1.5,1,1,2,23358.666667,0,0,0,0,0,0,37070,35040,4790,1,,9,520,7,3,1
22447,17022910,589.89086401,59,112,48.0,0,1.5,2,1,2,28352.0,0,0,0,0,0,540,47350,42530,35060,1,,9,350,1,3,2
22448,17022911,717.71720709,50,120,62.0,0,1.0,1,1,1,23694.0,0,0,0,0,0,0,27260,23690,26310,1,,0,870,2,1,1
22449,17022912,293.0911796,44,111,43.0,0,2.1,2,1,4,20079.047619,0,0,0,0,0,0,43560,42170,37220,1,,9,860,7,4,2
22450,17022913,409.37671299,65,120,86.0,0,1.5,1,0,2,11287.333333,0,4880,1250,8270,0,0,8330,16930,0,2,,0,0,0,2,1
22451,17022914,522.9524838,55,111,63.0,0,1.5,2,2,2,39552.666667,0,0,0,0,0,0,67940,59330,65580,1,,10,1160,8,3,2
22452,17022915,604.04527012,64,111,75.0,0,1.0,0,0,1,18881.0,0,0,0,20640,0,0,21290,18880,0,1,,9,890,7,1,0
22453,17022916,314.23765709,82,300,77.0,0,1.5,0,0,2,30242.0,0,0,0,45790,0,0,47230,45360,0,1,,0,410,0,3,0
22454,17022917,336.3217761,56,111,52.0,0,1.0,1,1,1,16758.0,0,0,0,0,0,0,18030,16760,17400,1,,7,340,6,1,1
22455,17022918,575.31830533,46,111,22.0,0,2.0,1,1,3,25974.5,0,0,0,0,0,110,57260,51950,40620,1,1.0,9,1070,7,2,1
22456,17022919,526.06080811,41,111,78.0,300,1.0,0,0,1,12405.0,0,0,0,0,0,0,11740,12410,6400,1,4.0,4,140,3,1,0
22457,17022920,547.07440136,89,111,71.0,0,1.0,0,0,1,16356.0,0,0,0,12810,0,0,15740,16360,0,2,,9,0,7,1,0
22458,17022921,733.55999709,34,111,38.0,0,2.1,2,2,4,31604.761905,0,0,0,0,0,10,75460,66370,72830,1,,10,1870,8,4,2
22459,17022922,386.64762343,45,111,67.0,0,2.4,1,0,5,13065.833333,0,0,0,0,0,0,18920,31360,0,1,,8,220,7,4,1
22460,17022923,522.14834807,70,212,72.0,0,1.5,0,0,2,35758.666667,0,0,0,33560,0,220,43730,53640,0,1,,2,730,0,3,0
22461,17022924,440.0047389,83,111,75.0,0,1.5,0,0,2,17664.0,0,0,0,27300,0,0,28100,26500,0,1,,6,890,5,3,0
22462,17022925,446.48919032,69,111,78.0,0,1.5,0,0,2,11156.0,0,0,0,16730,0,0,16830,16730,0,1,,7,0,5,3,0
22463,17022926,294.49873288,57,112,63.0,0,2.5,3,2,4,22561.2,0,0,0,0,0,0,59740,56400,36560,1,,7,560,0,4,3
22464,17022927,587.86400769,36,400,67.0,0,1.8,2,2,3,24225.0,0,0,0,0,0,10,44440,43610,42520,1,1.0,0,850,0,4,2
22465,17022928,548.0469677,66,300,77.0,0,1.0,0,0,1,13068.0,0,0,0,13220,0,0,13300,13070,0,2,,0,270,0,1,0
22466,17022929,406.85357166,81,112,78.0,0,1.5,0,0,2,15440.0,0,0,0,22780,0,590,23550,23160,0,1,,8,0,0,3,0
22467,17022930,627.847611,65,111,77.0,0,1.5,1,1,2,21004.666667,0,0,0,31650,0,0,32640,31510,0,1,3.0,9,670,7,3,1
22468,17022931,614.26337682,46,111,85.0,0,1.3,0,0,2,11356.153846,0,9570,0,0,0,0,0,14760,0,2,4.0,8,0,7,2,0
22469,17022932,608.10477279,50,111,48.0,0,2.5,3,3,4,22865.6,9720,0,0,0,0,0,49300,57160,47590,1,,10,930,8,4,3
22470,17022933,345.94548356,82,400,75.0,0,1.0,0,0,1,28178.0,0,0,0,29630,0,80,30640,28180,0,2,,0,410,0,1,0
22471,17022934,579.41272275,88,111,74.0,0,1.5,0,0,2,29643.333333,0,0,0,49880,0,0,51440,44470,0,1,,10,1540,8,3,0
22472,17022935,246.57446008,76,111,78.0,0,1.5,0,0,2,22018.666667,0,0,0,30020,0,40,30370,33030,0,1,,6,570,4,3,0
22473,17022936,555.22476441,76,111,78.0,0,1.0,0,0,1,10490.0,0,0,0,8700,0,0,8760,10490,0,2,,5,0,4,1,0
22474,17022937,1113.445422,31,111,35.0,0,2.1,2,2,4,29006.190476,0,0,0,0,0,0,65790,60910,40200,1,,10,1430,8,4,2
22475,17022938,1181.1166644,27,400,54.0,760,1.0,1,1,1,15593.0,0,0,0,0,0,0,15730,15590,15180,2,4.0,0,370,0,1,1
22476,17022939,597.19195273,56,111,46.0,0,1.0,1,1,1,27586.0,0,0,0,0,0,0,31940,27590,33240,2,,7,570,5,1,1
22477,17022940,484.20215724,77,112,77.0,0,1.0,0,0,1,16889.0,0,0,0,12180,0,0,19030,16890,0,2,,9,700,3,1,0
22478,17022941,594.27422152,65,111,75.0,0,1.0,0,0,1,15902.0,0,0,0,16450,0,0,16590,15900,0,2,,6,550,5,1,0
22479,17022942,358.68732015,50,111,38.0,0,2.3,2,2,4,35823.478261,0,0,0,0,0,50,92530,82390,81290,1,,9,1950,7,4,2
22480,17022943,600.0195195,42,221,55.0,0,1.0,1,1,1,14791.0,0,0,0,0,0,440,15700,14790,9320,2,,1,570,2,1,1
22481,17022945,372.9992487,56,111,78.0,3140,2.6,1,1,5,10037.692308,0,3760,0,0,0,0,5580,26100,5390,1,,9,0,7,4,1
22482,17022946,331.64745707,84,111,77.0,0,1.5,1,1,2,28733.333333,0,0,0,22050,0,0,45900,43100,21950,2,,7,620,5,2,1
22483,17022947,282.28967153,63,111,72.0,0,1.5,0,0,2,21837.333333,0,0,0,37910,0,20,39120,32760,0,1,,6,530,4,3,0
22484,17022948,559.59002007,48,111,37.0,0,2.5,2,1,4,36056.8,0,0,0,0,0,140,123950,90140,13690,1,,9,750,7,4,2
22485,17022949,410.12057821,45,111,42.0,0,2.1,2,2,4,19711.904762,0,0,0,0,0,0,41690,41400,40240,1,,10,670,8,4,2
22486,17022950,534.27602383,87,111,78.0,0,1.0,0,0,1,19920.0,0,0,0,19920,0,0,20220,19920,0,2,,9,0,7,1,0
22487,17022951,519.33064239,43,112,37.0,0,2.1,2,2,4,24991.904762,0,0,0,0,0,0,53040,52480,45520,1,,3,430,0,4,2
22488,17022952,442.12693926,68,400,71.0,0,1.0,0,0,1,12305.0,0,0,0,10550,0,0,10620,12310,0,2,2.0,0,0,0,1,0
22489,17022953,629.80769847,51,400,78.0,520,1.0,0,0,1,13049.0,0,0,0,0,0,0,12150,13050,5730,2,,0,230,0,1,0
22490,17022954,479.33365706,85,221,78.0,0,1.0,0,0,1,14905.0,0,0,0,14810,0,0,14940,14910,0,2,,1,0,2,1,0
22491,17022955,284.60454612,54,112,34.0,0,2.0,1,1,3,21488.0,0,0,0,0,0,0,22130,42980,25250,2,1.0,8,540,0,5,1
22492,17022956,456.58695445,75,111,78.0,180,2.0,1,0,3,17869.0,0,6590,0,17630,0,0,26760,35740,8700,1,,9,0,7,4,1
22493,17022957,837.72096336,49,111,22.0,0,1.0,1,1,1,15738.0,0,0,0,0,0,0,16800,15740,18530,1,,9,390,7,1,1
22494,17022958,446.18166892,59,221,78.0,0,1.0,0,0,1,5250.0,0,0,0,4340,0,500,4860,5250,0,2,,1,0,1,1,0
22495,17022959,255.46283614,54,111,63.0,0,1.5,2,2,2,26629.333333,0,0,0,0,0,1630,42330,39940,39290,1,,7,900,5,3,2
22496,17022960,408.4662038,56,111,52.0,0,1.0,1,1,1,19491.0,0,0,0,0,0,90,20450,19490,19650,2,3.0,5,310,4,1,1
22497,17022961,344.96425495,85,221,78.0,0,2.0,0,0,3,17119.0,14370,0,1000,12560,0,370,13010,34240,0,1,,1,0,2,4,0
22498,17022962,397.47551018,69,111,78.0,0,1.5,0,0,2,34318.666667,0,0,0,55040,0,2560,60320,51480,0,1,2.0,9,3660,7,3,0
22499,17022963,442.63949058,51,111,53.0,0,1.5,2,2,2,30880.666667,0,0,0,0,0,0,53830,46320,51950,1,1.0,9,1700,7,3,2
22500,17022964,354.51714601,80,120,78.0,0,1.5,0,0,2,24204.0,0,0,0,37300,0,10,38470,36310,0,1,,0,570,1,3,0
22501,17022965,433.3597493,21,111,46.0,0,1.0,1,1,1,15045.0,0,0,0,0,0,0,15050,15050,14530,2,3.0,8,400,7,1,1
22502,17022966,172.29764002,71,111,74.0,0,1.5,0,0,2,26342.666667,0,0,0,42780,0,400,44520,39510,0,1,,8,1400,6,3,0
22503,17022967,405.88798903,78,112,77.0,0,1.5,0,0,2,23228.666667,0,0,0,35380,0,80,35900,34840,0,1,,7,880,0,3,0
22504,17022968,453.46599348,58,111,22.0,0,1.5,2,2,2,39194.0,0,0,0,0,0,0,63740,58790,61520,1,,10,760,8,3,2
22505,17022969,216.38560508,56,112,48.0,0,2.0,2,2,3,26965.5,0,0,0,0,0,80,55510,53930,53500,1,,8,590,0,4,2
22506,17022970,615.57726716,43,111,35.0,0,1.8,2,2,3,59822.511111,0,0,0,0,0,0,124320,107680,119980,1,,10,1870,8,4,2
22507,17022971,531.67025358,51,111,54.0,0,1.0,1,0,1,20621.0,0,0,0,0,0,0,21750,20620,16830,2,,10,520,8,1,1
22508,17022972,510.14047409,85,111,74.0,0,1.0,0,0,1,66311.0,0,0,0,43510,0,2070,46950,66310,0,1,,10,1100,8,1,0
22509,17022973,430.13994791,49,111,63.0,1000,2.6,2,0,5,12430.0,0,6450,0,0,0,0,10860,32320,9220,1,,5,40,4,4,2
22510,17022974,654.47586371,37,111,65.0,0,2.1,2,2,4,27323.809524,0,0,0,0,0,0,57510,57380,55500,1,1.0,10,700,8,4,2
22511,17022975,264.2095804,43,112,38.0,0,2.1,2,2,4,18810.47619,0,0,0,0,0,0,40360,39500,38950,1,,8,830,0,4,2
22512,17022976,605.11669081,55,120,21.0,0,2.0,2,2,3,18499.0,0,0,0,0,0,0,48780,37000,35930,1,2.0,0,600,0,4,2
22513,17022977,523.72906322,24,111,56.0,0,1.3,1,0,2,9399.2307692,0,0,0,0,0,0,10350,12220,4460,2,,7,310,6,2,1
22514,17022978,413.85372342,33,120,63.0,0,1.0,1,1,1,19777.0,2720,0,0,0,0,0,15890,19780,15340,2,4.0,0,0,0,1,1
22515,17022979,432.6357234,33,111,64.0,0,1.5,1,1,2,12388.666667,0,0,0,0,0,0,19640,18580,14960,1,3.0,9,510,7,3,1
22516,17022980,781.80359782,72,111,74.0,0,1.5,0,0,2,183069.33333,0,0,0,243800,0,250,251680,274600,0,1,,10,0,8,3,0
22517,17022981,353.38554791,49,120,77.0,0,2.5,2,2,4,11392.4,0,0,0,0,0,10,26900,28480,0,2,1.0,0,340,0,2,2
22518,17022982,749.25008187,34,111,42.0,0,1.8,1,1,3,14503.333333,0,0,0,0,0,0,24030,26110,11140,1,,10,590,8,4,1
22519,17022983,591.91492824,40,111,38.0,0,1.3,1,1,2,23087.692308,0,0,0,0,0,10,34690,30010,33480,1,4.0,8,1530,7,2,1
22520,17022984,346.81762871,60,111,37.0,0,1.5,1,1,2,52780.686667,0,0,0,28570,0,0,92280,79170,60310,1,,9,620,7,3,1
22521,17022985,424.02708962,60,111,63.0,0,1.5,1,1,2,17160.666667,0,0,0,0,0,0,27150,25740,26200,1,,8,470,7,3,1
22522,17022986,485.50415438,54,111,55.0,0,1.5,1,1,2,46206.8,0,0,0,0,0,10140,76660,69310,34970,1,,9,1300,7,3,1
22523,17022987,471.29411659,74,112,72.0,0,1.0,0,0,1,3597.0,0,0,0,3590,0,0,3610,3600,0,2,,9,0,1,1,0
22524,17022988,1202.2203882,29,111,53.0,960,1.5,2,0,2,15905.333333,0,0,0,0,0,0,23910,23860,23790,1,,8,160,7,3,2
22525,17022989,521.41558071,40,111,65.0,520,1.0,1,0,1,13255.0,0,0,0,0,0,0,12940,13260,4310,1,3.0,8,420,7,1,1
22526,17022990,668.31577951,52,112,62.0,0,1.0,1,1,1,23472.0,0,0,0,4680,0,0,26200,23470,20630,1,,9,190,3,1,1
22527,17022991,337.79520189,69,111,74.0,0,1.5,0,0,2,25290.666667,0,0,0,37830,0,0,39020,37940,0,1,,8,1310,7,3,0
22528,17022993,509.06986703,44,112,48.0,0,2.1,2,2,4,28687.619048,0,0,0,17920,0,0,66430,60240,39990,1,,9,840,3,4,2
22529,17022994,558.98792123,32,112,64.0,0,2.1,2,2,4,17426.190476,0,0,0,0,0,0,33470,36600,32310,1,,6,220,0,4,2
22530,17022995,371.44359671,59,400,52.0,0,1.5,2,2,2,41552.0,0,0,0,0,0,400,60230,62330,51030,1,,0,1160,0,3,2
22531,17022996,529.08113311,43,112,38.0,0,2.6,2,2,5,37667.288462,0,0,0,0,0,50,105250,97930,101540,1,,8,1400,4,4,2
22532,17022997,351.24755542,69,221,75.0,0,1.5,0,0,2,23929.333333,0,0,0,25270,0,160,39780,35890,13090,1,,1,880,2,3,0
22533,17022998,783.81650305,26,221,78.0,0,1.0,0,0,1,12881.0,9720,0,0,0,0,0,0,12880,0,2,,1,0,1,1,0
22534,17022999,435.2208692,67,111,75.0,0,2.0,1,1,3,28367.5,0,0,0,25460,0,0,62890,56740,38010,1,,9,670,7,4,1
22535,17023000,599.61843437,39,400,77.0,0,2.1,0,0,4,11799.52381,0,0,0,0,0,0,17920,24780,6100,1,,0,100,0,4,0
22536,17023001,545.21656811,52,111,46.0,0,1.0,1,0,1,17866.084,0,0,0,0,0,0,16060,17870,0,2,3.0,6,430,5,1,1
22537,17023002,762.79458168,56,112,62.0,0,1.0,1,1,1,47118.0,0,0,0,0,0,1910,58050,47120,36310,1,2.0,9,470,0,1,1
22538,17023003,437.50687419,60,112,23.0,0,1.5,1,1,2,58941.333333,0,0,0,0,0,53090,108100,88410,53100,1,2.0,9,1340,0,3,1
22539,17023004,375.29516106,89,400,74.0,0,1.5,0,0,2,30567.333333,0,0,0,46810,0,20,48300,45850,0,1,,0,540,0,3,0
22540,17023005,497.89639878,56,112,38.0,0,1.0,1,1,1,32512.0,0,0,0,0,0,150,36790,32510,35360,1,,10,770,1,1,1
22541,17023006,438.892207,39,300,13.0,0,1.8,2,2,3,36396.111111,0,0,0,0,0,960,62510,65510,31250,1,,0,910,0,4,2
22542,17023007,330.86411138,49,400,62.0,0,1.5,2,2,2,32994.0,0,0,0,0,0,0,56910,49490,49850,1,2.0,0,350,0,3,2
22543,17023008,980.53978932,41,112,52.0,100,1.6,1,1,3,15690.0,0,0,0,0,0,0,20250,25100,17230,2,4.0,7,70,0,2,1
22544,17023009,770.55520094,59,111,77.0,0,2.0,1,1,3,6733.5,0,8820,0,0,0,10,220,13470,210,1,4.0,10,0,8,4,1
22545,17023010,465.58290622,61,111,75.0,590,2.0,1,0,3,28552.5,0,0,0,43320,0,0,61690,57110,9600,1,,9,1270,7,4,1
22546,17023011,481.84928256,53,111,46.0,0,1.0,1,1,1,22171.0,0,0,0,0,0,0,23610,22170,22790,2,,6,620,4,1,1
22547,17023012,439.94206211,49,111,43.0,0,2.5,2,2,4,23397.2,0,0,0,0,0,0,62670,58490,34220,1,,10,1280,8,4,2
22548,17023013,652.81135672,87,111,77.0,0,1.0,0,0,1,21830.0,0,0,0,19620,0,1220,21140,21830,0,2,3.0,10,0,8,1,0
22549,17023014,512.81742705,83,111,75.0,0,1.5,0,0,2,23144.0,0,0,0,33510,0,0,40500,34720,0,1,,10,1470,8,3,0
22550,17023015,480.02417018,25,111,67.0,0,1.5,1,1,2,21260.666667,0,0,0,0,0,0,30820,31890,30900,1,4.0,7,160,5,3,1
22551,17023016,464.95015487,45,111,35.0,0,1.3,1,1,2,33529.446154,0,0,0,0,0,0,51140,43590,31380,2,1.0,10,660,8,2,1
22552,17023017,503.35081592,46,111,22.0,0,1.0,1,0,1,3188.0,0,0,0,0,0,210,5110,3190,0,2,,10,620,8,1,1
22553,17023018,736.51300651,37,111,62.0,0,1.5,2,2,2,30848.666667,0,0,0,0,0,0,52440,46270,50620,1,,7,950,5,3,2
22554,17023019,359.26228673,84,400,77.0,0,1.0,0,0,1,16390.0,0,0,0,19150,0,0,19410,16390,0,2,2.0,0,570,0,1,0
22555,17023020,653.6791503,57,111,31.0,0,1.5,2,2,2,42954.666667,0,0,0,0,0,80,75210,64430,48330,2,2.0,9,1140,7,3,2
22556,17023021,528.70928602,32,111,56.0,0,1.0,1,1,1,15345.0,0,0,0,0,0,0,16730,15350,16140,2,3.0,10,300,8,1,1
22557,17023022,416.37534593,87,111,74.0,0,1.0,0,0,1,54163.0,0,0,0,52010,0,12190,65830,54160,0,1,,10,2830,8,1,0
22558,17023023,413.35629625,34,111,38.0,0,1.8,2,2,3,33842.222222,0,0,0,0,0,0,70230,60920,67780,1,1.0,9,1470,7,4,2
22559,17023024,542.88772594,52,221,56.0,590,1.5,2,2,2,21304.0,0,0,0,0,0,0,32750,31960,30230,2,,1,400,1,2,2
22560,17023025,507.39309626,49,111,67.0,0,2.1,2,2,4,13601.904762,0,0,0,0,0,0,26900,28560,25960,1,,9,650,7,4,2
22561,17023026,211.43707021,64,112,75.0,0,1.5,1,1,2,31976.666667,0,0,0,27440,0,1820,53750,47970,20480,1,,4,750,0,3,1
22562,17023027,650.09715511,64,221,77.0,0,1.0,0,0,1,11150.0,0,0,3430,6110,0,0,6150,11150,0,2,,1,0,3,1,0
22563,17023028,437.70135828,73,111,75.0,0,1.5,1,1,2,19493.8,0,0,0,28440,0,0,30540,29240,1690,1,,9,960,7,3,1
22564,17023029,416.71071789,84,111,75.0,0,1.0,0,0,1,22905.0,0,0,0,24450,0,0,25220,22910,0,2,,9,720,7,1,0
22565,17023030,665.25887607,48,111,63.0,0,1.0,1,1,1,17842.0,0,0,0,0,0,0,21380,17840,20640,1,,4,670,4,1,1
22566,17023031,480.84818315,84,111,75.0,0,1.0,0,0,1,24206.0,0,0,0,23880,0,0,24360,24210,0,2,,9,0,7,1,0
